,price,brand,model,year,title_status,mileage,color,vin,lot,state,country,condition
644,13500,chevrolet,door,2016,clean vehicle,39951.0,red,  1g1bg5sm5g7250863,167780135,wisconsin, usa,21 hours left
645,62000,chevrolet,corvette,2016,clean vehicle,19403.0,white,  1g1yt2d6xg5612796,167780136,illinois, usa,21 hours left
646,46000,chevrolet,corvette,2016,clean vehicle,4445.0,black,  1g1yj2d70g5122320,167780138,illinois, usa,2 days left
647,9000,chevrolet,malibu,2016,clean vehicle,67527.0,gray,  1g1zj5su8gf337274,167780142,wisconsin, usa,21 hours left
648,25900,chevrolet,door,2016,clean vehicle,33588.0,white,  1gcvkrec7gz392164,167780143,wisconsin, usa,21 hours left
649,25800,chevrolet,door,2016,clean vehicle,10103.0,no_color,  1gcvkpec7gz283370,167780146,wisconsin, usa,21 hours left
650,17000,chevrolet,door,2016,clean vehicle,26474.0,gray,  2gnaldek7g6323080,167780152,wisconsin, usa,21 hours left
651,12800,chevrolet,door,2016,clean vehicle,40253.0,white,  1g1ze5st5gf315602,167780153,wisconsin, usa,21 hours left
652,47400,chevrolet,3500,2016,clean vehicle,39624.0,red,  1gc4k0c84gf121926,167780154,wisconsin, usa,21 hours left
653,24400,chevrolet,door,2016,clean vehicle,48705.0,gray,  1gnkvjkd3gj171692,167780194,wisconsin, usa,21 hours left
654,17100,chevrolet,trax,2016,clean vehicle,19659.0,white,  kl7cjrsb9gb542870,167780202,wisconsin, usa,2 days left
655,7400,chevrolet,door,2015,clean vehicle,91299.0,no_color,  1g11c5sl8ff311156,167780454,wisconsin, usa,21 hours left
656,33100,chevrolet,door,2015,clean vehicle,81614.0,gold,  1gnskckc5fr181703,167780467,wisconsin, usa,2 days left
657,22000,chevrolet,trax,2020,clean vehicle,179.0,gray,  3gncjksbxll181398,167781406,california, usa,21 hours left
658,35000,chevrolet,1500,2019,clean vehicle,5523.0,no_color,  3gcpwaef0kg291601,167781597,california, usa,2 days left
659,16500,chevrolet,equinox,2019,clean vehicle,29841.0,silver,  2gnaxkev6k6186886,167781598,california, usa,21 hours left
660,35300,chevrolet,1500,2019,clean vehicle,8516.0,silver,  1gcuwded5kz124282,167781608,california, usa,21 hours left
661,26900,chevrolet,traverse,2018,clean vehicle,42941.0,black,  1gnevhkw8jj148388,167781794,missouri, usa,19 hours left
662,11600,chevrolet,trax,2017,clean vehicle,27498.0,black,  3gncjksb6hl148082,167782868,california, usa,21 hours left
663,28100,chevrolet,1500,2017,clean vehicle,31141.0,silver,  1gcpcrec9hf242498,167782874,california, usa,21 hours left
664,27700,chevrolet,1500,2017,clean vehicle,20784.0,white,  1gcvkrec1hz135955,167782875,california, usa,21 hours left
665,17700,chevrolet,passenger,2017,clean vehicle,52667.0,white,  1gazgpfg0h1169059,167782876,california, usa,21 hours left
666,16600,chevrolet,volt,2017,clean vehicle,26003.0,no_color,  1g1rc6s56hu177143,167782989,california, usa,21 hours left
667,63200,chevrolet,corvette,2016,clean vehicle,4266.0,red,  1g1ys2d6xg5609979,167783470,california, usa,2 days left
668,36800,chevrolet,door,2015,clean vehicle,32332.0,white,  1gc1kweg8ff170135,167783952,california, usa,21 hours left
669,19500,chevrolet,passenger,2018,clean vehicle,44333.0,white,  1gazgpfg7j1254194,167786867,texas, usa,1 days left
670,38800,chevrolet,tahoe,2019,clean vehicle,36198.0,blue,  1gnskbkc0kr335691,167787086,oklahoma, usa,21 hours left
671,37500,chevrolet,tahoe,2019,clean vehicle,33331.0,silver,  1gnskbkc1kr164515,167787087,oklahoma, usa,21 hours left
672,35000,chevrolet,suburban,2019,clean vehicle,43082.0,gray,  1gnskhkcxkr306962,167787091,oklahoma, usa,21 hours left
673,31100,chevrolet,camaro,2019,clean vehicle,24561.0,gray,  1g1fh1r7xk0140397,167787092,oklahoma, usa,21 hours left
674,22600,chevrolet,van,2019,clean vehicle,13485.0,white,  1gcwgafgxk1242467,167787096,oklahoma, usa,21 hours left
675,22400,chevrolet,van,2019,clean vehicle,15524.0,white,  1gcwgafg5k1221297,167787099,oklahoma, usa,21 hours left
676,22700,chevrolet,van,2019,clean vehicle,8996.0,white,  1gcwgafg9k1240337,167787101,oklahoma, usa,21 hours left
677,13700,chevrolet,malibu,2019,clean vehicle,47282.0,silver,  1g1zd5st4kf126371,167787112,oklahoma, usa,21 hours left
678,37100,chevrolet,suburban,2019,clean vehicle,34470.0,black,  1gnskhkcxkr288236,167787113,oklahoma, usa,21 hours left
679,18500,chevrolet,colorado,2018,clean vehicle,87264.0,green,  1gcgtcen5j1157983,167787277,oregon, usa,34 minutes
680,18300,chevrolet,2500,2017,clean vehicle,114344.0,white,  1gc2kveg3hz159933,167787341,oregon, usa,34 minutes
681,19000,chevrolet,2500,2017,clean vehicle,111635.0,white,  1gc2kveg1hz262672,167787345,oregon, usa,34 minutes
682,18500,chevrolet,1500,2017,clean vehicle,103955.0,white,  3gcukrec0hg249327,167787357,oregon, usa,34 minutes
683,22500,chevrolet,door,2016,clean vehicle,66640.0,white,  3gcukrec5gg277008,167787423,oregon, usa,34 minutes
684,14500,chevrolet,door,2014,clean vehicle,122018.0,white,  3gcukrec6eg373324,167787612,oregon, usa,34 minutes
685,32800,chevrolet,tahoe,2018,clean vehicle,46915.0,gray,  1gnskbkc9jr370082,167787953,oklahoma, usa,21 hours left
686,12300,chevrolet,malibu,2018,clean vehicle,53599.0,black,  1g1zd5stxjf140841,167787955,oklahoma, usa,21 hours left
687,19600,chevrolet,1500,2018,clean vehicle,41672.0,gray,  1gcvkreh7jz295386,167787956,oklahoma, usa,21 hours left
688,13600,chevrolet,malibu,2018,clean vehicle,36047.0,white,  1g1zd5st5jf249837,167787964,oklahoma, usa,21 hours left
689,7200,chevrolet,spark,2018,clean vehicle,42561.0,red,  kl8cb6sa3jc459211,167787965,oklahoma, usa,21 hours left
690,19900,chevrolet,1500,2018,clean vehicle,40345.0,white,  1gcvkreh3jz272445,167787966,oklahoma, usa,21 hours left
691,13000,chevrolet,malibu,2018,clean vehicle,41751.0,gray,  1g1zd5st8jf242655,167787968,oklahoma, usa,21 hours left
692,19700,chevrolet,door,2016,clean vehicle,27593.0,white,  1gcvkrec0gz118434,167788074,oklahoma, usa,21 hours left
693,9400,chevrolet,door,2017,clean vehicle,24009.0,blue,  1g1be5sm4h7275597,167788079,oklahoma, usa,21 hours left
694,23800,chevrolet,1500,2017,clean vehicle,85697.0,white,  3gcukrecxhg319917,167788094,oklahoma, usa,21 hours left
695,17700,chevrolet,equinox,2019,clean vehicle,25223.0,white,  3gnaxuev8ks588177,167788101,new york, usa,18 hours left
696,17000,chevrolet,door,2015,clean vehicle,27927.0,white,  2g1ff1e3xf9185411,167788243,oklahoma, usa,21 hours left
697,14000,chevrolet,door,2014,clean vehicle,135127.0,red,  3gcpcreh4eg204053,167789010,florida, usa,2 days left
698,32100,chevrolet,2500,2018,clean vehicle,55532.0,white,  1gc1kvey2jf198038,167789500,pennsylvania, usa,21 hours left
699,33100,chevrolet,2500,2019,clean vehicle,72172.0,white,  1gc1ksey8kf114255,167789506,pennsylvania, usa,21 hours left
700,31600,chevrolet,2500,2018,clean vehicle,57751.0,white,  1gc1kvey3jf197819,167789507,pennsylvania, usa,21 hours left
701,5100,chevrolet,door,2013,clean vehicle,96314.0,gray,  3gnal3ek3ds630172,167789808,pennsylvania, usa,21 hours left
702,4100,chevrolet,door,2013,clean vehicle,89152.0,blue,  1g1pa5sgxd7225194,167789821,pennsylvania, usa,21 hours left
703,7200,chevrolet,door,2014,clean vehicle,114660.0,silver,  2gnflfek5e6237636,167790442,texas, usa,6 hours left
704,12800,chevrolet,1500,2014,clean vehicle,177322.0,white,  3gcuksej4eg356687,167790463,texas, usa,7 hours left
705,46800,chevrolet,1500,2019,clean vehicle,36423.0,gray,  1gcuyhel9kz240206,167790796,nebraska, usa,21 hours left
706,21800,chevrolet,van,2019,clean vehicle,23759.0,white,  1gcwgafg7k1222516,167790802,missouri, usa,21 hours left
707,3000,chevrolet,door,2013,clean vehicle,120667.0,gray,  1g1jc6sh6d4127084,167790930,texas, usa,9 days left
708,22500,chevrolet,colorado,2017,clean vehicle,65344.0,red,  1gcgtcen1h1148658,167791423,indiana, usa,2 days left
709,35300,chevrolet,suburban,2018,clean vehicle,51347.0,black,  1gnskhkc5jr243896,167791881,missouri, usa,21 hours left
710,16500,chevrolet,volt,2017,clean vehicle,52322.0,black,  1g1rd6s59hu201853,167792181,oklahoma, usa,21 hours left
711,33000,chevrolet,door,2017,clean vehicle,67620.0,black,  1gnskbkc6hr132085,167792186,missouri, usa,2 days left
712,31500,chevrolet,1500,2017,clean vehicle,59965.0,black,  3gcuktec6hg222226,167792192,missouri, usa,2 days left
713,34500,chevrolet,1500,2017,clean vehicle,28739.0,silver,  3gcuksec3hg222744,167792196,missouri, usa,2 days left
714,8000,chevrolet,trax,2016,clean vehicle,77429.0,silver,  kl7cjpsb3gb750120,167792654,west virginia, usa,2 days left
715,25000,chevrolet,1500,2017,clean vehicle,20847.0,white,  3gcukrec6hg356561,167792660,west virginia, usa,21 hours left
716,10700,chevrolet,trax,2016,clean vehicle,44280.0,red,  3gncjnsb1gl264970,167792666,west virginia, usa,2 days left
717,13400,chevrolet,door,2016,clean vehicle,86031.0,silver,  2g1145s39g9185641,167792677,west virginia, usa,2 days left
718,16500,chevrolet,equinox,2019,clean vehicle,7622.0,gold,  2gnaxhev8k6108774,167792678,west virginia, usa,2 days left
719,34000,chevrolet,traverse,2019,clean vehicle,8067.0,white,  1gnevhkw9kj129253,167792679,west virginia, usa,2 days left
720,14100,chevrolet,trax,2018,clean vehicle,16502.0,white,  kl7cjpsbxjb710284,167792685,west virginia, usa,2 days left
721,38600,chevrolet,1500,2019,clean vehicle,20681.0,black,  1gcuyged0kz114660,167792700,west virginia, usa,2 days left
722,9100,chevrolet,door,2016,clean vehicle,54655.0,blue,  1g1pe5sb4g7168780,167792789,missouri, usa,21 hours left
723,8600,chevrolet,door,2016,clean vehicle,57825.0,blue,  1g1pe5sb1g7193233,167792796,missouri, usa,21 hours left
724,22000,chevrolet,door,2016,clean vehicle,58856.0,white,  3gcpcrec6gg235750,167792906,oklahoma, usa,21 hours left
725,8900,chevrolet,colorado,2015,clean vehicle,85072.0,white,  1gchsaea3f1218425,167793027,west virginia, usa,2 days left
726,15500,chevrolet,door,2015,clean vehicle,79506.0,red,  1gcrcpehxfz272176,167793029,west virginia, usa,2 days left
727,3300,chevrolet,door,2015,clean vehicle,85301.0,silver,  1g1pg5sbxf7249436,167793038,west virginia, usa,2 days left
728,29000,chevrolet,1500,2015,clean vehicle,69377.0,brown,  3gcuksej3fg195122,167793216,missouri, usa,2 days left
729,17300,chevrolet,equinox,2020,clean vehicle,15577.0,black,  3gnaxkev2ll125886,167796069,nevada, usa,2 days left
730,30500,chevrolet,traverse,2020,clean vehicle,23470.0,silver,  1gnerhkw7lj115518,167796080,nevada, usa,2 days left
731,25000,chevrolet,impala,2020,clean vehicle,18715.0,silver,  1g1105s31lu100901,167796081,nevada, usa,6 hours left
732,2800,chevrolet,cruze,2012,clean vehicle,61258.0,white,  1g1pl5sc7c7367895,167723306,illinois, usa,21 hours left
733,3300,chevrolet,door,2012,clean vehicle,131791.0,no_color,  1gnkvjedxcj172991,167723310,illinois, usa,21 hours left
734,36400,chevrolet,suburban,2019,clean vehicle,35705.0,silver,  1gnskhkcxkr139079,167796192,nevada, usa,2 days left
735,34800,chevrolet,suburban,2019,clean vehicle,48982.0,silver,  1gnskhkc2kr158368,167796193,nevada, usa,2 days left
736,20700,chevrolet,ld,2019,clean vehicle,33745.0,white,  2gcrcpec4k1155751,167796194,nevada, usa,2 days left
737,32200,chevrolet,suburban,2019,clean vehicle,42267.0,silver,  1gnschkc9kr204131,167796196,nevada, usa,2 days left
738,35300,chevrolet,tahoe,2019,clean vehicle,46863.0,black,  1gnskbkc9kr143993,167796197,nevada, usa,2 days left
739,33500,chevrolet,suburban,2019,clean vehicle,36443.0,white,  1gnschkc2kr124931,167796200,nevada, usa,2 days left
740,13700,chevrolet,impala,2019,clean vehicle,14939.0,blue,  2g11z5s30k9137729,167796203,nevada, usa,9 minutes
741,15900,chevrolet,malibu,2019,clean vehicle,22026.0,black,  1g1zd5st0kf187281,167796205,nevada, usa,1 hours left
742,33200,chevrolet,suburban,2019,clean vehicle,38278.0,black,  1gnschkc9kr201844,167796206,nevada, usa,2 days left
743,35500,chevrolet,suburban,2019,clean vehicle,46149.0,silver,  1gnskhkc1kr203879,167796209,nevada, usa,2 days left
744,29800,chevrolet,suburban,2018,clean vehicle,48427.0,silver,  1gnschkc6jr106222,167798080,nevada, usa,2 days left
745,29800,chevrolet,suburban,2018,clean vehicle,48807.0,gray,  1gnschkc1jr387653,167798092,nevada, usa,2 days left
746,29500,chevrolet,suburban,2018,clean vehicle,52618.0,silver,  1gnschkc1jr235923,167798097,nevada, usa,2 days left
747,30300,chevrolet,suburban,2018,clean vehicle,46494.0,white,  1gnschkc5jr280816,167798100,nevada, usa,2 days left
748,24300,chevrolet,1500,2018,clean vehicle,56296.0,black,  3gcukreh2jg284677,167798290,new york, usa,18 hours left
749,29800,chevrolet,suburban,2017,clean vehicle,33909.0,silver,  1gnschkc4hr206149,167798808,nevada, usa,2 days left
750,29800,chevrolet,suburban,2017,clean vehicle,33028.0,white,  1gnschkc3hr133923,167798818,nevada, usa,2 days left
751,27500,chevrolet,camaro,2016,clean vehicle,44653.0,white,  1g1fh1r79g0149647,167799194,nevada, usa,Listing Expired
752,10800,chevrolet,door,2017,clean vehicle,80516.0,gray,  2gnfleek2h6351253,167799346,new jersey, usa,18 hours left
753,11500,chevrolet,van,2017,clean vehicle,105151.0,white,  1gcwgaff8h1120366,167799354,new jersey, usa,18 hours left
754,10400,chevrolet,van,2017,clean vehicle,78368.0,white,  3n63m0yn6hk696088,167799356,new jersey, usa,18 hours left
755,11400,chevrolet,equinox,2018,clean vehicle,78956.0,white,  2gnaxsevxj6292207,167799451,florida, usa,Listing Expired
756,11400,chevrolet,equinox,2018,clean vehicle,88564.0,white,  2gnaxsev1j6218321,167799460,florida, usa,Listing Expired
757,8000,chevrolet,door,2015,clean vehicle,78800.0,white,  1g11b5sl5ff135735,167799518,nevada, usa,Listing Expired
758,3000,chevrolet,door,2012,clean vehicle,111856.0,white,  1gccsbf92c8121126,167733652,california, usa,5 hours left
759,25000,chevrolet,door,2015,clean vehicle,80946.0,black,  3gcuksec6fg382971,167799527,nevada, usa,Listing Expired
760,12300,chevrolet,traverse,2017,clean vehicle,83168.0,gray,  1gnkrfed3hj217603,167799559,new york, usa,18 hours left
761,14100,chevrolet,traverse,2017,clean vehicle,58606.0,white,  1gnkrfed7hj307708,167799560,new york, usa,18 hours left
762,9000,chevrolet,van,2014,clean vehicle,82020.0,white,  1gcsgafx9e1173192,167799763,nevada, usa,9 minutes
763,4200,chevrolet,door,2014,clean vehicle,102500.0,black,  1g1p75sz3e7332279,167799775,nevada, usa,2 days left
764,22500,chevrolet,van,2019,clean vehicle,8150.0,white,  1gcwgafg5k1229335,167799922,texas, usa,2 days left
765,22600,chevrolet,van,2019,clean vehicle,6159.0,white,  1gcwgafg1k1229638,167799926,texas, usa,2 days left
766,22600,chevrolet,van,2019,clean vehicle,5938.0,white,  1gcwgafg2k1222357,167799930,texas, usa,2 days left
767,22500,chevrolet,van,2019,clean vehicle,9019.0,white,  1gcwgafg3k1232427,167799936,texas, usa,2 days left
768,10200,chevrolet,malibu,2018,clean vehicle,45836.0,white,  1g1zd5stxjf175198,167800168,texas, usa,2 days left
769,42700,chevrolet,3500,2016,clean vehicle,60215.0,white,  1gc4k1e88gf118806,167800375,texas, usa,2 days left
770,21200,chevrolet,tahoe,2015,clean vehicle,125507.0,white,  1gnscckc9fr715640,167800438,texas, usa,2 days left
771,22700,chevrolet,door,2016,clean vehicle,90944.0,white,  1gnscbkc6gr432916,167800443,texas, usa,2 days left
772,22000,chevrolet,tahoe,2015,clean vehicle,82785.0,gray,  1gnscakc0fr161697,167800450,texas, usa,2 days left
773,9600,chevrolet,1500,2014,clean vehicle,150525.0,white,  3gcpcpeh2eg231868,167800600,texas, usa,2 days left
774,10500,chevrolet,door,2013,clean vehicle,112267.0,silver,  1gcrcrea5dz179299,167800641,texas, usa,2 days left
775,6700,chevrolet,door,2013,clean vehicle,139394.0,white,  1gb3czcg3df161404,167800646,texas, usa,2 days left
776,14200,chevrolet,door,2013,clean vehicle,82543.0,black,  3gcpcse09dg282246,167800650,texas, usa,2 days left
777,15500,chevrolet,equinox,2019,clean vehicle,13532.0,white,  2gnaxkev1k6296972,167801090,florida, usa,6 hours left
778,35100,chevrolet,1500,2018,clean vehicle,14751.0,blue,  3gcukrec2jg216609,167801202,kansas, usa,2 days left
779,26300,chevrolet,camaro,2018,clean vehicle,11150.0,gray,  1g1fb1rx5j0103693,167801223,kansas, usa,2 days left
780,15700,chevrolet,colorado,2016,clean vehicle,91248.0,white,  1gcgtce36g1387412,167801228,new jersey, usa,18 hours left
781,17600,chevrolet,1500,2016,clean vehicle,65336.0,white,  1gcvkneh3gz336629,167801344,new jersey, usa,18 hours left
782,18600,chevrolet,1500,2016,clean vehicle,48974.0,white,  1gcvkneh7gz158854,167801351,new jersey, usa,18 hours left
783,19100,chevrolet,1500,2016,clean vehicle,40011.0,white,  1gcvkneh1gz235878,167801359,new jersey, usa,18 hours left
784,15200,chevrolet,equinox,2019,clean vehicle,37444.0,black,  2gnaxkev2k6183550,167801831,north carolina, usa,2 days left
785,16100,chevrolet,equinox,2019,clean vehicle,43199.0,white,  2gnaxuev0k6196714,167801832,north carolina, usa,2 days left
786,14800,chevrolet,equinox,2019,clean vehicle,43589.0,charcoal,  2gnaxkevxk6199639,167801834,north carolina, usa,2 days left
787,16700,chevrolet,equinox,2019,clean vehicle,32870.0,charcoal,  2gnaxuev8k6190062,167801835,north carolina, usa,2 days left
788,15300,chevrolet,equinox,2019,clean vehicle,38826.0,charcoal,  2gnaxkev7k6197637,167801836,north carolina, usa,2 days left
789,16500,chevrolet,equinox,2019,clean vehicle,33739.0,charcoal,  2gnaxuev3k6169765,167801838,north carolina, usa,2 days left
790,19600,chevrolet,passenger,2019,clean vehicle,35309.0,white,  1gazgpfgxk1197071,167801927,north carolina, usa,2 days left
791,15200,chevrolet,impala,2019,clean vehicle,32248.0,red,  1g11z5sa4ku113760,167801930,north carolina, usa,2 days left
792,15000,chevrolet,impala,2019,clean vehicle,36165.0,silver,  1g11z5sa7ku117222,167801932,north carolina, usa,2 days left
793,15500,chevrolet,impala,2019,clean vehicle,29922.0,charcoal,  2g11z5saxk9120208,167801934,north carolina, usa,2 days left
794,15700,chevrolet,impala,2019,clean vehicle,26848.0,silver,  2g11z5sa5k9140950,167801935,north carolina, usa,2 days left
795,14800,chevrolet,impala,2019,clean vehicle,41163.0,charcoal,  2g11z5sa8k9139310,167801936,north carolina, usa,2 days left
796,9200,chevrolet,cruze,2017,clean vehicle,32856.0,red,  3g1be6sm0hs561566,167802090,north carolina, usa,2 days left
797,8200,chevrolet,impala,2017,clean vehicle,100315.0,black,  1g1105sa9hu160835,167802211,north carolina, usa,2 days left
798,11400,chevrolet,door,2013,clean vehicle,91638.0,silver,  1gc2kvcg8dz256073,167803268,new jersey, usa,18 hours left
799,6500,chevrolet,door,2015,clean vehicle,83173.0,white,  1g11c5sl0ff208474,167803692,north carolina, usa,2 days left
800,11500,chevrolet,door,2014,clean vehicle,94356.0,gray,  1gnkvgkd3ej113338,167803935,north carolina, usa,2 days left
801,23800,chevrolet,door,2015,clean vehicle,85792.0,black,  1gnscbkc0fr109217,167804275,florida, usa,2 hours left
802,8900,chevrolet,door,2014,clean vehicle,129068.0,white,  1gnkrgkd3ej285342,167804714,florida, usa,1 hours left
803,28300,chevrolet,ld,2019,clean vehicle,27665.0,red,  2gcvkpec1k1124569,167805479,indiana, usa,2 days left
804,27300,chevrolet,ld,2019,clean vehicle,25427.0,black,  2gcvkpec4k1105269,167805483,indiana, usa,2 days left
805,3500,chevrolet,door,2013,clean vehicle,78198.0,gray,  1g11c5saxdf350889,167617243,new jersey, usa,7 days left
806,28300,chevrolet,colorado,2020,clean vehicle,13886.0,silver,  1gcgtcen7l1101496,167805497,indiana, usa,2 days left
807,18300,chevrolet,impala,2019,clean vehicle,34538.0,silver,  2g11z5s37k9134455,167805500,indiana, usa,2 days left
808,22500,dodge,charger,2018,clean vehicle,20575.0,silver,  2c3cdxjg1jh292507,167766487,wisconsin, usa,2 days left
809,22500,dodge,charger,2018,clean vehicle,26026.0,gray,  2c3cdxjg4jh292503,167766491,wisconsin, usa,4 days left
810,8300,dodge,door,2012,clean vehicle,99015.0,gray,  1c6rd7ft0cs326533,167766587,wisconsin, usa,1 days left
811,16500,dodge,caravan,2019,clean vehicle,27327.0,gray,  2c4rdgeg4kr682965,167766650,nebraska, usa,5 hours left
812,14500,dodge,journey,2019,clean vehicle,30229.0,silver,  3c4pdcgg9kt700676,167766667,nebraska, usa,5 hours left
813,30000,dodge,charger,2019,clean vehicle,43294.0,white,  2c3cdxjg2kh630921,167766742,ontario, canada,10 days left
814,30000,dodge,charger,2019,clean vehicle,54309.0,orange,  2c3cdxjg0kh682158,167766743,ontario, canada,10 days left
815,30000,dodge,charger,2019,clean vehicle,52822.0,white,  2c3cdxjg2kh658962,167766751,ontario, canada,10 days left
816,30000,dodge,charger,2019,clean vehicle,45554.0,white,  2c3cdxjg1kh630912,167766757,ontario, canada,10 days left
817,30000,dodge,charger,2019,clean vehicle,37538.0,white,  2c3cdxjg1kh658953,167766758,ontario, canada,10 days left
818,29500,dodge,charger,2019,clean vehicle,35153.0,red,  2c3cdxjg6kh630954,167766763,ontario, canada,10 days left
819,21600,dodge,challenger,2019,clean vehicle,23783.0,white,  2c3cdzgg2kh594165,167767030,washington, usa,2 days left
820,22600,dodge,charger,2019,clean vehicle,30759.0,black,  2c3cdxhg2kh608648,167767044,washington, usa,2 days left
821,16300,dodge,caravan,2019,clean vehicle,38922.0,gray,  2c4rdgcg5kr518563,167767063,washington, usa,2 days left
822,8600,dodge,door,2012,clean vehicle,165836.0,blue,  1c6rd7ht8cs279667,167767147,washington, usa,2 days left
823,28800,dodge,durango,2019,clean vehicle,19235.0,no_color,  1c4rdhdg4kc769457,167767327,texas, usa,21 hours left
824,22100,dodge,challenger,2019,clean vehicle,9445.0,gray,  2c3cdzag4kh686869,167767331,texas, usa,21 hours left
825,14300,dodge,journey,2018,clean vehicle,19164.0,gray,  3c4pdcab2jt216649,167717039,north carolina, usa,21 hours left
826,13700,dodge,caravan,2018,clean vehicle,54106.0,white,  2c4rdgeg6jr205887,167718054,north carolina, usa,21 hours left
827,29500,dodge,challenger,2017,clean vehicle,32051.0,no_color,  2c3cdzfj5hh650508,167768040,arizona, usa,21 hours left
828,18500,dodge,journey,2017,clean vehicle,14870.0,gray,  3c4pddeg4ht608652,167768048,texas, usa,21 hours left
829,19000,dodge,door,2016,clean vehicle,32294.0,blue,  2c3cdxjg0gh303988,167768759,colorado, usa,21 hours left
830,43400,dodge,challenger,2015,clean vehicle,7250.0,white,  2c3cdzc99fh713682,167769093,arizona, usa,2 days left
831,46000,dodge,challenger,2015,clean vehicle,10145.0,no_color,  2c3cdzfj8fh877821,167769114,arizona, usa,21 hours left
832,12500,dodge,journey,2018,clean vehicle,59924.0,silver,  3c4pdcgg1jt257213,167769598,texas, usa,2 days left
833,13900,dodge,charger,2017,clean vehicle,21304.0,black,  2c3cdxbg5hh642083,167770062,florida, usa,1 days left
834,13000,dodge,caravan,2018,clean vehicle,52079.0,white,  2c4rdgegxjr339012,167724265,california, usa,1 days left
835,13000,dodge,caravan,2018,clean vehicle,54960.0,white,  2c4rdgcg2jr205677,167724266,california, usa,1 days left
836,3000,dodge,door,2013,clean vehicle,80099.0,white,  1c3cdzcb6dn599101,167770820,texas, usa,19 hours left
837,17500,dodge,caravan,2019,clean vehicle,23987.0,black,  2c4rdgcgxkr751032,167770910,florida, usa,2 days left
838,7900,dodge,door,2017,clean vehicle,84144.0,gray,  3c4pdcbg0ht518476,167771302,california, usa,2 days left
839,8900,dodge,door,2014,clean vehicle,85639.0,blue,  2c3cdxbg5eh300547,167771550,florida, usa,1 days left
840,11500,dodge,caravan,2018,clean vehicle,50193.0,no_color,  2c4rdgcg8jr208468,167772963,pennsylvania, usa,21 hours left
841,6500,dodge,journey,2017,clean vehicle,74392.0,black,  3c4pdcab8ht507652,167772985,pennsylvania, usa,21 hours left
842,8000,dodge,door,2017,clean vehicle,76117.0,black,  3c4pdcgb7ht525941,167772989,pennsylvania, usa,21 hours left
843,18700,dodge,challenger,2018,clean vehicle,36358.0,gray,  2c3cdzag5jh245542,167773134,new jersey, usa,Listing Expired
844,8350,dodge,journey,2017,clean vehicle,90685.0,white,  3c4pddbg6ht592197,167773188,florida, usa,13 days left
845,27900,dodge,charger,2017,clean vehicle,54141.0,orange,  2c3cdxctxhh618731,167773190,florida, usa,2 days left
846,14500,dodge,door,2016,clean vehicle,82240.0,white,  1c4rdjag5gc486469,167773290,pennsylvania, usa,21 hours left
847,6200,dodge,door,2016,clean vehicle,66167.0,silver,  1c3cdfbb6gd515496,167773297,pennsylvania, usa,2 days left
848,7500,dodge,door,2012,clean vehicle,144220.0,gray,  1c6rd7ft6cs238912,167773764,pennsylvania, usa,21 hours left
849,20200,dodge,caravan,2019,clean vehicle,24722.0,black,  2c4rdgdg0kr571878,167774394,illinois, usa,20 hours left
850,29300,dodge,durango,2019,clean vehicle,41198.0,silver,  1c4sdjct2kc576022,167774395,illinois, usa,20 hours left
851,31000,dodge,durango,2019,clean vehicle,26353.0,black,  1c4sdjct5kc738497,167774400,illinois, usa,24 hours left
852,32400,dodge,durango,2019,clean vehicle,28280.0,white,  1c4sdjctxkc691872,167774401,illinois, usa,1 days left
853,5800,dodge,door,2012,clean vehicle,130120.0,white,  3c6jd6dtxcg183219,167774684,minnesota, usa,5 hours left
854,21500,dodge,charger,2019,clean vehicle,15340.0,black,  2c3cdxbg8kh658222,167777309,texas, usa,19 hours left
855,23100,dodge,charger,2018,clean vehicle,12265.0,silver,  2c3cdxjgxjh222262,167735423,michigan, usa,21 hours left
856,4500,dodge,van,2014,clean vehicle,94872.0,gray,  2c4rdgcg3er266428,167777525,texas, usa,19 hours left
857,24800,dodge,charger,2018,clean vehicle,17946.0,silver,  2c3cdxjg6jh182178,167735434,michigan, usa,21 hours left
858,23000,dodge,charger,2018,clean vehicle,26996.0,gray,  2c3cdxjg7jh189253,167735435,michigan, usa,21 hours left
859,26900,dodge,journey,2019,clean vehicle,5775.0,gray,  3c4pddbg3kt708835,167778592,wisconsin, usa,21 hours left
860,21500,dodge,challenger,2018,clean vehicle,6748.0,gray,  2c3cdzag8jh321934,167778953,wisconsin, usa,2 days left
861,15700,dodge,journey,2018,clean vehicle,38128.0,white,  3c4pdcgg2jt378879,167778956,wisconsin, usa,21 hours left
862,15200,dodge,caravan,2018,clean vehicle,41636.0,silver,  2c4rdgcg8jr327542,167778960,wisconsin, usa,21 hours left
863,23300,dodge,charger,2018,clean vehicle,5359.0,blue,  2c3cdxbgxjh273288,167778965,wisconsin, usa,2 days left
864,6100,dodge,door,2015,clean vehicle,70296.0,white,  1c3cdfbb3fd213551,167779186,minnesota, usa,6 days left
865,20000,dodge,journey,2017,clean vehicle,11346.0,green,  3c4pddgg6ht556180,167779694,wisconsin, usa,21 hours left
866,53000,dodge,challenger,2017,clean vehicle,7415.0,no_color,  2c3cdzc98hh553913,167779700,illinois, usa,21 hours left
867,3000,dodge,door,2013,clean vehicle,107593.0,orange,  1c3cdfcb9dd329946,167779844,minnesota, usa,6 days left
